Date,Campus,Block,Count,Recorded by,Source,When entered
2025-10-02,Moore County,4:30 PM - Close,9,,LimeSurvey 74,
2025-10-02,Moore County,7:30 AM - Noon,156,,LimeSurvey 74,
2025-10-02,Moore County,Noon - 4:30 PM,100,,LimeSurvey 74,
2025-10-03,Moore County,7:30 AM - Noon,126,,LimeSurvey 74,
2025-10-03,Moore County,Noon - 4:30 PM,40,,LimeSurvey 74,
2025-10-06,Moore County,4:30 PM - Close,8,,LimeSurvey 66,
2025-10-06,Moore County,7:30 AM - Noon,192,,LimeSurvey 66,
2025-10-06,Moore County,Noon - 4:30 PM,103,,LimeSurvey 66,
2025-10-07,Moore County,4:30 PM - Close,5,,LimeSurvey 66,
2025-10-07,Moore County,7:30 AM - Noon,172,,LimeSurvey 66,
2025-10-07,Moore County,Noon - 4:30 PM,83,,LimeSurvey 66,
2025-10-08,Moore County,4:30 PM - Close,8,,LimeSurvey 66,
2025-10-08,Moore County,7:30 AM - Noon,222,,LimeSurvey 66,
2025-10-08,Moore County,Noon - 4:30 PM,72,,LimeSurvey 66,
2025-10-09,Moore County,4:30 PM - Close,8,,LimeSurvey 66,
2025-10-09,Moore County,7:30 AM - Noon,190,,LimeSurvey 66,
2025-10-09,Moore County,Noon - 4:30 PM,115,,LimeSurvey 66,
2025-10-10,Moore County,7:30 AM - Noon,49,,LimeSurvey 66,
2025-10-10,Moore County,Noon - 4:30 PM,34,,LimeSurvey 66,
2025-10-13,Moore County,7:30 AM - Noon,18,,LimeSurvey 63,
2025-10-13,Moore County,Noon - 4:30 PM,6,,LimeSurvey 63,
2025-10-14,Moore County,7:30 AM - Noon,27,,LimeSurvey 63,
2025-10-14,Moore County,Noon - 4:30 PM,15,,LimeSurvey 63,
2025-10-15,Moore County,4:30 PM - Close,5,,LimeSurvey 63,
2025-10-15,Moore County,7:30 AM - Noon,212,,LimeSurvey 63,
2025-10-15,Moore County,Noon - 4:30 PM,97,,LimeSurvey 63,
2025-10-16,Moore County,4:30 PM - Close,8,,LimeSurvey 63,
2025-10-16,Moore County,7:30 AM - Noon,143,,LimeSurvey 63,
2025-10-16,Moore County,Noon - 4:30 PM,85,,LimeSurvey 63,
2025-10-17,Moore County,7:30 AM - Noon,118,,LimeSurvey 63,
2025-10-17,Moore County,Noon - 4:30 PM,27,,LimeSurvey 63,
2025-10-20,Moore County,4:30 PM - Close,11,,LimeSurvey 46,
2025-10-20,Moore County,7:30 AM - Noon,194,,LimeSurvey 46,
2025-10-20,Moore County,Noon - 4:30 PM,112,,LimeSurvey 46,
2025-10-21,Moore County,4:30 PM - Close,18,,LimeSurvey 46,
2025-10-21,Moore County,7:30 AM - Noon,168,,LimeSurvey 46,
2025-10-21,Moore County,Noon - 4:30 PM,100,,LimeSurvey 46,
2025-10-22,Moore County,4:30 PM - Close,6,,LimeSurvey 46,
2025-10-22,Moore County,7:30 AM - Noon,200,,LimeSurvey 46,
2025-10-22,Moore County,Noon - 4:30 PM,142,,LimeSurvey 46,
2025-10-23,Moore County,4:30 PM - Close,16,,LimeSurvey 46,
2025-10-23,Moore County,7:30 AM - Noon,180,,LimeSurvey 46,
2025-10-23,Moore County,Noon - 4:30 PM,69,,LimeSurvey 46,
2025-10-24,Moore County,7:30 AM - Noon,146,,LimeSurvey 46,
2025-10-24,Moore County,Noon - 4:30 PM,28,,LimeSurvey 46,
2025-10-27,Moore County,4:30 PM - Close,6,,LimeSurvey 105,
2025-10-27,Moore County,7:30 AM - Noon,224,,LimeSurvey 105,
2025-10-27,Moore County,Noon - 4:30 PM,137,,LimeSurvey 105,
2025-10-28,Moore County,4:30 PM - Close,5,,LimeSurvey 105,
2025-10-28,Moore County,7:30 AM - Noon,147,,LimeSurvey 105,
2025-10-28,Moore County,Noon - 4:30 PM,67,,LimeSurvey 105,
2025-10-29,Moore County,4:30 PM - Close,5,,LimeSurvey 105,
2025-10-29,Moore County,7:30 AM - Noon,159,,LimeSurvey 105,
2025-10-29,Moore County,Noon - 4:30 PM,120,,LimeSurvey 105,
2025-10-30,Moore County,4:30 PM - Close,26,,LimeSurvey 105,
2025-10-30,Moore County,7:30 AM - Noon,159,,LimeSurvey 105,
2025-10-30,Moore County,Noon - 4:30 PM,83,,LimeSurvey 105,
2025-10-31,Moore County,7:30 AM - Noon,85,,LimeSurvey 105,
2025-10-31,Moore County,Noon - 4:30 PM,36,,LimeSurvey 105,
2025-11-02,Moore County,Noon - 4:30 PM,2,,LimeSurvey 101,
2025-11-03,Moore County,4:30 PM - Close,6,,LimeSurvey 101,
2025-11-03,Moore County,7:30 AM - Noon,188,,LimeSurvey 101,
2025-11-03,Moore County,Noon - 4:30 PM,84,,LimeSurvey 101,
2025-11-04,Moore County,4:30 PM - Close,14,,LimeSurvey 101,
2025-11-04,Moore County,7:30 AM - Noon,188,,LimeSurvey 101,
2025-11-04,Moore County,Noon - 4:30 PM,52,,LimeSurvey 101,
2025-11-05,Moore County,4:30 PM - Close,12,,LimeSurvey 101,
2025-11-05,Moore County,7:30 AM - Noon,184,,LimeSurvey 101,
2025-11-05,Moore County,Noon - 4:30 PM,79,,LimeSurvey 101,
2025-11-06,Moore County,4:30 PM - Close,11,,LimeSurvey 101,
2025-11-06,Moore County,7:30 AM - Noon,137,,LimeSurvey 101,
2025-11-06,Moore County,Noon - 4:30 PM,94,,LimeSurvey 101,
2025-11-07,Moore County,7:30 AM - Noon,67,,LimeSurvey 101,
2025-11-07,Moore County,Noon - 4:30 PM,28,,LimeSurvey 101,
2025-11-09,Moore County,Noon - 4:30 PM,2,,LimeSurvey 97,
2025-11-10,Moore County,4:30 PM - Close,18,,LimeSurvey 97,
2025-11-10,Moore County,7:30 AM - Noon,254,,LimeSurvey 97,
2025-11-10,Moore County,Noon - 4:30 PM,93,,LimeSurvey 97,
2025-11-11,Moore County,4:30 PM - Close,12,,LimeSurvey 97,
2025-11-11,Moore County,7:30 AM - Noon,158,,LimeSurvey 97,
2025-11-11,Moore County,Noon - 4:30 PM,56,,LimeSurvey 97,
2025-11-12,Moore County,4:30 PM - Close,18,,LimeSurvey 97,
2025-11-12,Moore County,7:30 AM - Noon,160,,LimeSurvey 97,
2025-11-12,Moore County,Noon - 4:30 PM,107,,LimeSurvey 97,
2025-11-13,Moore County,4:30 PM - Close,15,,LimeSurvey 97,
2025-11-13,Moore County,7:30 AM - Noon,148,,LimeSurvey 97,
2025-11-13,Moore County,Noon - 4:30 PM,85,,LimeSurvey 97,
2025-11-14,Moore County,4:30 PM - Close,5,,LimeSurvey 97,
2025-11-14,Moore County,7:30 AM - Noon,100,,LimeSurvey 97,
2025-11-14,Moore County,Noon - 4:30 PM,50,,LimeSurvey 97,
2025-11-16,Moore County,Noon - 4:30 PM,8,,LimeSurvey 94,
2025-11-17,Moore County,4:30 PM - Close,13,,LimeSurvey 94,
2025-11-17,Moore County,7:30 AM - Noon,231,,LimeSurvey 94,
2025-11-17,Moore County,Noon - 4:30 PM,116,,LimeSurvey 94,
2025-11-18,Moore County,4:30 PM - Close,7,,LimeSurvey 94,
2025-11-18,Moore County,7:30 AM - Noon,167,,LimeSurvey 94,
2025-11-18,Moore County,Noon - 4:30 PM,94,,LimeSurvey 94,
2025-11-19,Moore County,4:30 PM - Close,9,,LimeSurvey 94,
2025-11-19,Moore County,7:30 AM - Noon,199,,LimeSurvey 94,
2025-11-19,Moore County,Noon - 4:30 PM,73,,LimeSurvey 94,
2025-11-20,Moore County,4:30 PM - Close,2,,LimeSurvey 94,
2025-11-20,Moore County,7:30 AM - Noon,168,,LimeSurvey 94,
2025-11-20,Moore County,Noon - 4:30 PM,83,,LimeSurvey 94,
2025-11-21,Moore County,7:30 AM - Noon,107,,LimeSurvey 94,
2025-11-21,Moore County,Noon - 4:30 PM,38,,LimeSurvey 94,
2025-11-24,Moore County,4:30 PM - Close,15,,LimeSurvey 69,
2025-11-24,Moore County,7:30 AM - Noon,195,,LimeSurvey 69,
2025-11-24,Moore County,Noon - 4:30 PM,53,,LimeSurvey 69,
2025-11-25,Moore County,Noon - 4:30 PM,177,,LimeSurvey 69,
2025-11-26,Moore County,Noon - 4:30 PM,43,,LimeSurvey 69,
2025-11-30,Moore County,7:30 AM - Noon,3,,LimeSurvey 61,
2025-12-01,Moore County,4:30 PM - Close,16,,LimeSurvey 61,
2025-12-01,Moore County,7:30 AM - Noon,200,,LimeSurvey 61,
2025-12-01,Moore County,Noon - 4:30 PM,109,,LimeSurvey 61,
2025-12-02,Moore County,4:30 PM - Close,13,,LimeSurvey 61,
2025-12-02,Moore County,7:30 AM - Noon,130,,LimeSurvey 61,
2025-12-02,Moore County,Noon - 4:30 PM,92,,LimeSurvey 61,
2025-12-03,Moore County,4:30 PM - Close,10,,LimeSurvey 61,
2025-12-03,Moore County,7:30 AM - Noon,194,,LimeSurvey 61,
2025-12-03,Moore County,Noon - 4:30 PM,64,,LimeSurvey 61,
2025-12-04,Moore County,7:30 AM - Noon,138,,LimeSurvey 61,
2025-12-05,Moore County,7:30 AM - Noon,117,,LimeSurvey 61,
2025-12-07,Moore County,Noon - 4:30 PM,4,,LimeSurvey 53,
2025-12-08,Moore County,4:30 PM - Close,16,,LimeSurvey 53,
2025-12-08,Moore County,7:30 AM - Noon,198,,LimeSurvey 53,
2025-12-08,Moore County,Noon - 4:30 PM,85,,LimeSurvey 53,
2025-12-09,Moore County,4:30 PM - Close,16,,LimeSurvey 53,
2025-12-09,Moore County,7:30 AM - Noon,128,,LimeSurvey 53,
2025-12-09,Moore County,Noon - 4:30 PM,37,,LimeSurvey 53,
2025-12-10,Moore County,4:30 PM - Close,6,,LimeSurvey 53,
2025-12-10,Moore County,7:30 AM - Noon,86,,LimeSurvey 53,
2025-12-10,Moore County,Noon - 4:30 PM,36,,LimeSurvey 53,
2025-12-11,Moore County,4:30 PM - Close,10,,LimeSurvey 53,
2025-12-11,Moore County,7:30 AM - Noon,93,,LimeSurvey 53,
2025-12-11,Moore County,Noon - 4:30 PM,34,,LimeSurvey 53,
2025-12-12,Moore County,7:30 AM - Noon,25,,LimeSurvey 53,
2025-12-12,Moore County,Noon - 4:30 PM,24,,LimeSurvey 53,
2025-12-16,Moore County,7:30 AM - Noon,135,,LimeSurvey 48,
2025-12-16,Moore County,Noon - 4:30 PM,12,,LimeSurvey 48,
2025-12-17,Moore County,7:30 AM - Noon,27,,LimeSurvey 48,
2025-12-17,Moore County,Noon - 4:30 PM,16,,LimeSurvey 48,
2025-12-18,Moore County,7:30 AM - Noon,41,,LimeSurvey 48,
2025-12-18,Moore County,Noon - 4:30 PM,20,,LimeSurvey 48,
2025-12-19,Moore County,7:30 AM - Noon,11,,LimeSurvey 48,
2026-01-05,Moore County,7:30 AM - Noon,38,,LimeSurvey 90,
2026-01-06,Moore County,7:30 AM - Noon,41,,LimeSurvey 90,
2026-01-07,Moore County,4:30 PM - Close,63,,LimeSurvey 90,
2026-01-07,Moore County,7:30 AM - Noon,37,,LimeSurvey 90,
2026-01-07,Moore County,Noon - 4:30 PM,6,,LimeSurvey 90,
2026-01-08,Moore County,7:30 AM - Noon,28,,LimeSurvey 90,
2026-01-09,Moore County,7:30 AM - Noon,35,,LimeSurvey 90,
2026-01-09,Moore County,Noon - 4:30 PM,5,,LimeSurvey 90,
2026-01-11,Moore County,7:30 AM - Noon,54,,LimeSurvey 86,
2026-01-12,Moore County,Noon - 4:30 PM,37,,LimeSurvey 86,
2026-01-13,Moore County,7:30 AM - Noon,82,,LimeSurvey 86,
2026-01-13,Moore County,Noon - 4:30 PM,14,,LimeSurvey 86,
2026-01-14,Moore County,7:30 AM - Noon,43,,LimeSurvey 86,
2026-01-15,Moore County,Noon - 4:30 PM,16,,LimeSurvey 86,
2026-01-16,Moore County,Noon - 4:30 PM,47,,LimeSurvey 86,
2026-01-19,Moore County,4:30 PM - Close,0,,LimeSurvey 79,
2026-01-19,Moore County,7:30 AM - Noon,0,,LimeSurvey 79,
2026-01-19,Moore County,Noon - 4:30 PM,0,,LimeSurvey 79,
2026-01-20,Moore County,4:30 PM - Close,1,,LimeSurvey 79,
2026-01-20,Moore County,7:30 AM - Noon,130,,LimeSurvey 79,
2026-01-20,Moore County,Noon - 4:30 PM,95,,LimeSurvey 79,
2026-01-21,Moore County,4:30 PM - Close,6,,LimeSurvey 79,
2026-01-21,Moore County,7:30 AM - Noon,176,,LimeSurvey 79,
2026-01-21,Moore County,Noon - 4:30 PM,70,,LimeSurvey 79,
2026-01-22,Moore County,4:30 PM - Close,4,,LimeSurvey 79,
2026-01-22,Moore County,7:30 AM - Noon,156,,LimeSurvey 79,
2026-01-22,Moore County,Noon - 4:30 PM,60,,LimeSurvey 79,
2026-01-23,Moore County,7:30 AM - Noon,47,,LimeSurvey 79,
2026-01-23,Moore County,Noon - 4:30 PM,19,,LimeSurvey 79,
2026-02-02,Moore County,4:30 PM - Close,5,,LimeSurvey 109,
2026-02-02,Moore County,7:30 AM - Noon,189,,LimeSurvey 109,
2026-02-02,Moore County,Noon - 4:30 PM,122,,LimeSurvey 109,
2026-02-03,Moore County,4:30 PM - Close,6,,LimeSurvey 109,
2026-02-03,Moore County,7:30 AM - Noon,145,,LimeSurvey 109,
2026-02-03,Moore County,Noon - 4:30 PM,74,,LimeSurvey 109,
2026-02-04,Moore County,4:30 PM - Close,4,,LimeSurvey 109,
2026-02-04,Moore County,7:30 AM - Noon,124,,LimeSurvey 109,
2026-02-04,Moore County,Noon - 4:30 PM,78,,LimeSurvey 109,
2026-02-05,Moore County,4:30 PM - Close,10,,LimeSurvey 109,
2026-02-05,Moore County,7:30 AM - Noon,148,,LimeSurvey 109,
2026-02-05,Moore County,Noon - 4:30 PM,60,,LimeSurvey 109,
2026-02-06,Moore County,7:30 AM - Noon,45,,LimeSurvey 109,
2026-02-06,Moore County,Noon - 4:30 PM,64,,LimeSurvey 109,
2026-02-08,Moore County,Noon - 4:30 PM,3,,LimeSurvey 116,
2026-02-09,Moore County,4:30 PM - Close,8,,LimeSurvey 116,
2026-02-09,Moore County,7:30 AM - Noon,144,,LimeSurvey 116,
2026-02-09,Moore County,Noon - 4:30 PM,80,,LimeSurvey 116,
2026-02-10,Moore County,4:30 PM - Close,5,,LimeSurvey 116,
2026-02-10,Moore County,7:30 AM - Noon,105,,LimeSurvey 116,
2026-02-10,Moore County,Noon - 4:30 PM,83,,LimeSurvey 116,
2026-02-11,Moore County,4:30 PM - Close,7,,LimeSurvey 116,
2026-02-11,Moore County,7:30 AM - Noon,112,,LimeSurvey 116,
2026-02-11,Moore County,Noon - 4:30 PM,114,,LimeSurvey 116,
2026-02-12,Moore County,4:30 PM - Close,5,,LimeSurvey 116,
2026-02-12,Moore County,7:30 AM - Noon,111,,LimeSurvey 116,
2026-02-12,Moore County,Noon - 4:30 PM,55,,LimeSurvey 116,
2026-02-13,Moore County,7:30 AM - Noon,53,,LimeSurvey 116,
2026-02-13,Moore County,Noon - 4:30 PM,40,,LimeSurvey 116,
2026-02-15,Moore County,Noon - 4:30 PM,4,,LimeSurvey 119,
2026-02-16,Moore County,4:30 PM - Close,7,,LimeSurvey 119,
2026-02-16,Moore County,7:30 AM - Noon,156,,LimeSurvey 119,
2026-02-16,Moore County,Noon - 4:30 PM,80,,LimeSurvey 119,
2026-02-17,Moore County,4:30 PM - Close,8,,LimeSurvey 119,
2026-02-17,Moore County,7:30 AM - Noon,129,,LimeSurvey 119,
2026-02-17,Moore County,Noon - 4:30 PM,85,,LimeSurvey 119,
2026-02-18,Moore County,4:30 PM - Close,4,,LimeSurvey 119,
2026-02-18,Moore County,7:30 AM - Noon,127,,LimeSurvey 119,
2026-02-18,Moore County,Noon - 4:30 PM,54,,LimeSurvey 119,
2026-02-19,Moore County,4:30 PM - Close,9,,LimeSurvey 119,
2026-02-19,Moore County,7:30 AM - Noon,145,,LimeSurvey 119,
2026-02-19,Moore County,Noon - 4:30 PM,90,,LimeSurvey 119,
2026-02-20,Moore County,7:30 AM - Noon,24,,LimeSurvey 119,
2026-02-20,Moore County,Noon - 4:30 PM,28,,LimeSurvey 119,
2026-02-22,Moore County,Noon - 4:30 PM,6,,LimeSurvey 121,
2026-02-23,Moore County,4:30 PM - Close,17,,LimeSurvey 121,
2026-02-23,Moore County,7:30 AM - Noon,114,,LimeSurvey 121,
2026-02-23,Moore County,Noon - 4:30 PM,101,,LimeSurvey 121,
2026-02-24,Moore County,4:30 PM - Close,18,,LimeSurvey 121,
2026-02-24,Moore County,7:30 AM - Noon,121,,LimeSurvey 121,
2026-02-24,Moore County,Noon - 4:30 PM,80,,LimeSurvey 121,
2026-02-25,Moore County,4:30 PM - Close,8,,LimeSurvey 121,
2026-02-25,Moore County,7:30 AM - Noon,136,,LimeSurvey 121,
2026-02-25,Moore County,Noon - 4:30 PM,64,,LimeSurvey 121,
2026-02-26,Moore County,4:30 PM - Close,11,,LimeSurvey 121,
2026-02-26,Moore County,7:30 AM - Noon,161,,LimeSurvey 121,
2026-02-26,Moore County,Noon - 4:30 PM,82,,LimeSurvey 121,
2026-02-27,Moore County,7:30 AM - Noon,56,,LimeSurvey 121,
2026-03-01,Moore County,Noon - 4:30 PM,5,,LimeSurvey 131,
2026-03-02,Moore County,4:30 PM - Close,11,,LimeSurvey 131,
2026-03-02,Moore County,7:30 AM - Noon,110,,LimeSurvey 131,
2026-03-02,Moore County,Noon - 4:30 PM,75,,LimeSurvey 131,
2026-03-03,Moore County,4:30 PM - Close,4,,LimeSurvey 131,
2026-03-03,Moore County,7:30 AM - Noon,126,,LimeSurvey 131,
2026-03-03,Moore County,Noon - 4:30 PM,70,,LimeSurvey 131,
2026-03-04,Moore County,4:30 PM - Close,3,,LimeSurvey 131,
2026-03-04,Moore County,7:30 AM - Noon,184,,LimeSurvey 131,
2026-03-04,Moore County,Noon - 4:30 PM,58,,LimeSurvey 131,
2026-03-05,Moore County,4:30 PM - Close,6,,LimeSurvey 131,
2026-03-05,Moore County,7:30 AM - Noon,156,,LimeSurvey 131,
2026-03-05,Moore County,Noon - 4:30 PM,61,,LimeSurvey 131,
2026-03-06,Moore County,7:30 AM - Noon,63,,LimeSurvey 131,
2026-03-06,Moore County,Noon - 4:30 PM,55,,LimeSurvey 131,
2026-03-09,Moore County,7:30 AM - Noon,78,,LimeSurvey 132,
2026-03-09,Moore County,Noon - 4:30 PM,15,,LimeSurvey 132,
2026-03-10,Moore County,7:30 AM - Noon,91,,LimeSurvey 132,
2026-03-10,Moore County,Noon - 4:30 PM,2,,LimeSurvey 132,
2026-03-11,Moore County,7:30 AM - Noon,48,,LimeSurvey 132,
2026-03-12,Moore County,7:30 AM - Noon,35,,LimeSurvey 132,
2026-03-12,Moore County,Noon - 4:30 PM,15,,LimeSurvey 132,
2026-03-13,Moore County,7:30 AM - Noon,23,,LimeSurvey 132,
2026-03-13,Moore County,Noon - 4:30 PM,3,,LimeSurvey 132,
2026-03-15,Moore County,Noon - 4:30 PM,1,,LimeSurvey 135,
2026-03-16,Moore County,7:30 AM - Noon,156,,LimeSurvey 135,
2026-03-16,Moore County,Noon - 4:30 PM,28,,LimeSurvey 135,
2026-03-17,Moore County,4:30 PM - Close,16,,LimeSurvey 135,
2026-03-17,Moore County,7:30 AM - Noon,112,,LimeSurvey 135,
2026-03-17,Moore County,Noon - 4:30 PM,66,,LimeSurvey 135,
2026-03-18,Moore County,4:30 PM - Close,6,,LimeSurvey 135,
2026-03-18,Moore County,7:30 AM - Noon,150,,LimeSurvey 135,
2026-03-18,Moore County,Noon - 4:30 PM,92,,LimeSurvey 135,
2026-03-19,Moore County,4:30 PM - Close,7,,LimeSurvey 135,
2026-03-19,Moore County,7:30 AM - Noon,173,,LimeSurvey 135,
2026-03-19,Moore County,Noon - 4:30 PM,76,,LimeSurvey 135,
2026-03-20,Moore County,7:30 AM - Noon,21,,LimeSurvey 135,
2026-03-20,Moore County,Noon - 4:30 PM,5,,LimeSurvey 135,
2026-03-22,Moore County,Noon - 4:30 PM,3,,LimeSurvey 143,
2026-03-23,Moore County,4:30 PM - Close,11,,LimeSurvey 143,
2026-03-23,Moore County,7:30 AM - Noon,159,,LimeSurvey 143,
2026-03-23,Moore County,Noon - 4:30 PM,54,,LimeSurvey 143,
2026-03-24,Moore County,4:30 PM - Close,10,,LimeSurvey 143,
2026-03-24,Moore County,7:30 AM - Noon,160,,LimeSurvey 143,
2026-03-24,Moore County,Noon - 4:30 PM,53,,LimeSurvey 143,
2026-03-25,Moore County,4:30 PM - Close,7,,LimeSurvey 143,
2026-03-25,Moore County,7:30 AM - Noon,146,,LimeSurvey 143,
2026-03-25,Moore County,Noon - 4:30 PM,49,,LimeSurvey 143,
2026-03-26,Moore County,4:30 PM - Close,10,,LimeSurvey 143,
2026-03-26,Moore County,7:30 AM - Noon,122,,LimeSurvey 143,
2026-03-26,Moore County,Noon - 4:30 PM,51,,LimeSurvey 143,
2026-03-27,Moore County,7:30 AM - Noon,34,,LimeSurvey 143,
2026-03-27,Moore County,Noon - 4:30 PM,18,,LimeSurvey 143,
2026-03-29,Moore County,Noon - 4:30 PM,6,,LimeSurvey 146,
2026-03-30,Moore County,7:30 AM - Noon,197,,LimeSurvey 146,
2026-03-30,Moore County,Noon - 4:30 PM,9,,LimeSurvey 146,
2026-03-31,Moore County,4:30 PM - Close,6,,LimeSurvey 146,
2026-03-31,Moore County,7:30 AM - Noon,128,,LimeSurvey 146,
2026-03-31,Moore County,Noon - 4:30 PM,47,,LimeSurvey 146,
2026-04-01,Moore County,4:30 PM - Close,6,,LimeSurvey 146,
2026-04-01,Moore County,7:30 AM - Noon,154,,LimeSurvey 146,
2026-04-01,Moore County,Noon - 4:30 PM,36,,LimeSurvey 146,
2026-04-02,Moore County,4:30 PM - Close,11,,LimeSurvey 146,
2026-04-02,Moore County,7:30 AM - Noon,124,,LimeSurvey 146,
2026-04-02,Moore County,Noon - 4:30 PM,78,,LimeSurvey 146,
2026-04-03,Moore County,7:30 AM - Noon,29,,LimeSurvey 146,
2026-04-03,Moore County,Noon - 4:30 PM,15,,LimeSurvey 146,
2026-04-06,Moore County,4:30 PM - Close,7,,LimeSurvey 149,
2026-04-06,Moore County,7:30 AM - Noon,102,,LimeSurvey 149,
2026-04-06,Moore County,Noon - 4:30 PM,70,,LimeSurvey 149,
2026-04-07,Moore County,4:30 PM - Close,20,,LimeSurvey 149,
2026-04-07,Moore County,7:30 AM - Noon,111,,LimeSurvey 149,
2026-04-07,Moore County,Noon - 4:30 PM,78,,LimeSurvey 149,
2026-04-08,Moore County,4:30 PM - Close,8,,LimeSurvey 149,
2026-04-08,Moore County,7:30 AM - Noon,142,,LimeSurvey 149,
2026-04-08,Moore County,Noon - 4:30 PM,58,,LimeSurvey 149,
2026-04-09,Moore County,4:30 PM - Close,11,,LimeSurvey 149,
2026-04-09,Moore County,7:30 AM - Noon,111,,LimeSurvey 149,
2026-04-09,Moore County,Noon - 4:30 PM,91,,LimeSurvey 149,
2026-04-10,Moore County,7:30 AM - Noon,67,,LimeSurvey 149,
2026-04-10,Moore County,Noon - 4:30 PM,19,,LimeSurvey 149,
2026-04-12,Moore County,Noon - 4:30 PM,8,,LimeSurvey 151,
2026-04-13,Moore County,4:30 PM - Close,12,,LimeSurvey 151,
2026-04-13,Moore County,7:30 AM - Noon,101,,LimeSurvey 151,
2026-04-13,Moore County,Noon - 4:30 PM,62,,LimeSurvey 151,
2026-04-14,Moore County,4:30 PM - Close,11,,LimeSurvey 151,
2026-04-14,Moore County,7:30 AM - Noon,118,,LimeSurvey 151,
2026-04-14,Moore County,Noon - 4:30 PM,59,,LimeSurvey 151,
2026-04-15,Moore County,4:30 PM - Close,19,,LimeSurvey 151,
2026-04-15,Moore County,7:30 AM - Noon,112,,LimeSurvey 151,
2026-04-15,Moore County,Noon - 4:30 PM,73,,LimeSurvey 151,
2026-04-16,Moore County,4:30 PM - Close,8,,LimeSurvey 151,
2026-04-16,Moore County,7:30 AM - Noon,144,,LimeSurvey 151,
2026-04-16,Moore County,Noon - 4:30 PM,59,,LimeSurvey 151,
2026-04-17,Moore County,7:30 AM - Noon,41,,LimeSurvey 151,
2026-04-17,Moore County,Noon - 4:30 PM,51,,LimeSurvey 151,
2026-04-19,Moore County,Noon - 4:30 PM,7,,LimeSurvey 155,
2026-04-20,Moore County,4:30 PM - Close,13,,LimeSurvey 155,
2026-04-20,Moore County,7:30 AM - Noon,136,,LimeSurvey 155,
2026-04-20,Moore County,Noon - 4:30 PM,42,,LimeSurvey 155,
2026-04-21,Moore County,4:30 PM - Close,10,,LimeSurvey 155,
2026-04-21,Moore County,7:30 AM - Noon,132,,LimeSurvey 155,
2026-04-21,Moore County,Noon - 4:30 PM,67,,LimeSurvey 155,
2026-04-22,Moore County,4:30 PM - Close,8,,LimeSurvey 155,
2026-04-22,Moore County,7:30 AM - Noon,114,,LimeSurvey 155,
2026-04-22,Moore County,Noon - 4:30 PM,59,,LimeSurvey 155,
2026-04-23,Moore County,4:30 PM - Close,13,,LimeSurvey 155,
2026-04-23,Moore County,7:30 AM - Noon,126,,LimeSurvey 155,
2026-04-23,Moore County,Noon - 4:30 PM,80,,LimeSurvey 155,
2026-04-24,Moore County,7:30 AM - Noon,34,,LimeSurvey 155,
2026-04-24,Moore County,Noon - 4:30 PM,21,,LimeSurvey 155,
2026-04-26,Moore County,Noon - 4:30 PM,3,,LimeSurvey 158,
2026-04-27,Moore County,4:30 PM - Close,13,,LimeSurvey 158,
2026-04-27,Moore County,7:30 AM - Noon,205,,LimeSurvey 158,
2026-04-27,Moore County,Noon - 4:30 PM,56,,LimeSurvey 158,
2026-04-28,Moore County,4:30 PM - Close,8,,LimeSurvey 158,
2026-04-28,Moore County,7:30 AM - Noon,137,,LimeSurvey 158,
2026-04-28,Moore County,Noon - 4:30 PM,79,,LimeSurvey 158,
2026-04-29,Moore County,4:30 PM - Close,11,,LimeSurvey 158,
2026-04-29,Moore County,7:30 AM - Noon,192,,LimeSurvey 158,
2026-04-29,Moore County,Noon - 4:30 PM,35,,LimeSurvey 158,
2026-04-30,Moore County,4:30 PM - Close,13,,LimeSurvey 158,
2026-04-30,Moore County,7:30 AM - Noon,150,,LimeSurvey 158,
2026-04-30,Moore County,Noon - 4:30 PM,54,,LimeSurvey 158,
2026-05-01,Moore County,7:30 AM - Noon,25,,LimeSurvey 158,
2026-05-01,Moore County,Noon - 4:30 PM,28,,LimeSurvey 158,
2026-05-04,Moore County,4:30 PM - Close,8,,LimeSurvey 161,
2026-05-04,Moore County,7:30 AM - Noon,123,,LimeSurvey 161,
2026-05-04,Moore County,Noon - 4:30 PM,59,,LimeSurvey 161,
2026-05-05,Moore County,4:30 PM - Close,15,,LimeSurvey 161,
2026-05-05,Moore County,7:30 AM - Noon,130,,LimeSurvey 161,
2026-05-05,Moore County,Noon - 4:30 PM,54,,LimeSurvey 161,
2026-05-06,Moore County,4:30 PM - Close,0,,LimeSurvey 161,
2026-05-06,Moore County,7:30 AM - Noon,124,,LimeSurvey 161,
2026-05-06,Moore County,Noon - 4:30 PM,6,,LimeSurvey 161,
2026-05-07,Moore County,4:30 PM - Close,3,,LimeSurvey 161,
2026-05-07,Moore County,7:30 AM - Noon,70,,LimeSurvey 161,
2026-05-07,Moore County,Noon - 4:30 PM,55,,LimeSurvey 161,
2026-05-08,Moore County,7:30 AM - Noon,40,,LimeSurvey 161,
2026-05-08,Moore County,Noon - 4:30 PM,31,,LimeSurvey 161,
2026-05-11,Moore County,7:30 AM - Noon,24,,LimeSurvey 174,
2026-05-11,Moore County,Noon - 4:30 PM,2,,LimeSurvey 174,
2026-05-12,Moore County,7:30 AM - Noon,28,,LimeSurvey 174,
2026-05-12,Moore County,Noon - 4:30 PM,8,,LimeSurvey 174,
2026-05-13,Moore County,Noon - 4:30 PM,97,,LimeSurvey 174,
